"pagenum","state","name","county","storet_code","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","alkalinity","conductivity","sechhi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading"
"122","INDIANA","LAKE HAKINKUCKEE","MARSHALL","1843","NATURAL","35.5","7.54","7.3","0.3","6.7","146","356","2.5","0.02","0.003","0.22","0.72",NA,NA,"40","1115","1155",NA,NA,"3105","39160","42265","195","83","0.15","8650","80","5.6"
"123","INDIANA",NA,NA,"1827",NA,"2091.2","12.75","7.2",NA,"20.91","167","474",NA,"0.7",NA,"0.029","2.4","46785","4155",NA,"20","111505","360155","27170","1190","2879415","3267930","81570","50","12.74","2402895","26","256.3"
"124","INDIANA","MONROE RESERVOIR","BRORN MONROE","1828",NA,"1119.7","43.5","5.3","10.96","242","31","131","1.6","0.025","0.007","0.325","0.68","2470",NA,"20","9500","11990","9420",NA,"1440","380220","391080","6695","44","0.28","386755",NA,"9"
"126","INDIANA","OLIN LAKE","LAGRANGE","1846","NATURAL","15000","0.42","11.7",NA,"101","190","403","2.5","0.012","0.003","1.46","1.775",NA,NA,NA,"340","340",NA,NA,NA,"14550","14550","70","79","0.81","9000","38","36.6"
"127","INDIANA","0L1VER LAKE","",NA,"NATURAL",NA,NA,NA,"0.25",NA,"181","355",NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,"1095",NA,"110",NA,"0.16","13155",NA,"15.7"
"128","INDIANA","PIGEON LAME","STEUBEN","1855","NATURAL","82.9","0.25","4.6","0.76","17",NA,"570","-1.5","0.05","0.015","1.945","3.6",NA,NA,NA,"2030","2080",NA,NA,NA,NA,"105930",NA,"20","8.32",NA,"13",NA
"129","INDIANA","SYLYAN LAKE","N03LE","1343",NA,"37.5","2.55","4.3",NA,"159","131","542","0.3","0.17","0.017","0.13","2.35","1325",NA,"100","1300",NA,"11975",NA,"7300","94205","113730","3410",NA,"1.23","37245","41","44.3"
"130","INDIANA","LAKE TIPPECANOE","KOSCIUSKO",NA,"NATURAL","292.7","3.11","11.3","2.74","148","171","412","2.8","0.019","0.005","0.195","1.03",NA,NA,"500","3365","3415",NA,NA,"3805","208515","212320","2410","29","1.1","171350","19","68.3"
"131","INDIANA","VERSAILLES LAKE","RIPLEY","1050","NATURAL","436.7","-0.93",NA,NA,NA,"120","315",NA,NA,"0.139","0.019",NA,NA,"17720",NA,NA,"23590","14000",NA,NA,"175","321170","28700","31","94","353070",NA,"361.5"
"132","INDIANA","MAMASEE LAKE","KOSCIUSKO","1836","NATURAL","94.2","12.3","6.7","0.3","3.5",NA,"126","330","3.4","0.012","0.003","0.21","125",NA,"135","1110","1370","745",NA,"10105","97145","107995","550","60","0.11","41360","62","3.7"
"134","INDIANA","RESTLERLAKE","LAGRANGE","1001","NATURAL","97.9","0.36","6.1","0.9","27","206",NA,"1.8","0.035","0.013","0.86","1.7",NA,NA,"20","1560","1580",NA,NA,"1490","55645","57135",NA,"11","4.39","66625",NA,NA
"135","INDIANA","MHITEMATERLAKE","UNION","1839",NA,NA,"0.01",NA,NA,"94","156","400",NA,"0.004","0.012",NA,"1.62",NA,"625",NA,NA,"5","3465",NA,"35","60645","72145","54900","24","9.1",NA,NA,NA
"137","INDIANA","HITHER LAKE","LAGRANGE","1042","NATURAL","93.5","0.03","10.4","0.9","115","216","399",NA,"1.5","0.035","0.011","0.9",NA,"190",NA,NA,"15",NA,NA,"1170","64180","66110","1530","33",NA,"53730","19","79.7"
"138","KENTUCKY","BARREN RIVER RESERVOIR","ALLEN BARREN","2105",NA,"2434.6","40.47","5.3","33.42","30","33","195","1.2","0.027","0.006","0.46","0.39","26920",NA,"20","50150","77090","67295",NA,"695","1691715","1759705","50720","34","1.9","1472500","16","43.5"
"139","KENTUCKY","CUMBERLAND LAKE",NA,"2101",NA,"14993.5","203.36",NA,"24.2","252.84","37",NA,"130",NA,"1.7","0.016","0.007","19230",NA,"20","378520",NA,"36675",NA,"780","10007040","10044495","243735","39","1.96","7234410","28","49.4"
"141","KENTUCKY","DALEHOLLOH RESERVOIR","CLINTON CUMBERLAND KY CLAY OVERTON PICKETT TN",NA,NA,"2424.2","108.62",NA,"42.63","1.2","63","180",NA,"4.3",NA,"0.005","0.27","13940",NA,"10","24245","38195","25115",NA,"310","1281350","1306775","13085","66","0.35","2585010",NA,"12"
"142","KENTUCKY","HERRINGTON LAKE","DOYLE GARRARD MERCER","2103",NA,"1137","11.9","23.9","16.78","196","102","242","1.5","0.079","0.047","0.55","1.06","29310",NA,"155","80470","109935","61580",NA,"5745","1096395","1163720","51955","53","9.24","1565170",NA,"97.8"
"143","KENTUCKY","KENTUCKY LAKE","CALLOMAY TRIGG ET AL KY1 HARDIN DECATUR ET AL TN","2104",NA,"104117.9","343.71","5.2","1793.4","22","570","144",NA,"100","0.081","0.03","0.395","39335",NA,"300","4557195","4597330","101275",NA,"11255","73212230",NA,"5223730",NA,"7.09","71210420","3",NA
"145","MARYLAND","DEEP CREEK LAKE","GARRETT","2402",NA,"167.6",NA,"8.1","3.6","1.1","10","56",NA,"0.011","0.005","0.45","0.625",NA,NA,NA,"2580",NA,NA,NA,NA,"9590","123545","890","69","0.18","68105","49","8.4"
"146","MARYLAND","JOHNSON POND","MICOMICO","2409",NA,"96.1","0.42",NA,"1.9","5",NA,"12",NA,"85","1.1","98","0.04","1630","915","5","6190","740","4340","3105","10","137525","144900","7305","16","20.01","161405",NA,"345.2"
"147","MARYLAND","LIBERTY","","2403",NA,NA,"424","12.59","13","4.9","26","104",NA,"2.5","0.013","0.006","1.76",NA,"145",NA,NA,NA,NA,"17695","10",NA,"407305",NA,"2215","53","232340","45","33"
"148","MARYLAND","LOCHRAVEN RESERVOIR","BALTIMORE","2403",NA,NA,"791.6","7.67","15.2","9",NA,NA,NA,"136",NA,NA,"0.023","3155","30",NA,"7935","11120","4300","370",NA,"621175","625045",NA,"-30","1.45","436650","30","61.6"
"149","MISSISSIPPI","ARKABUTLA RESERVOIR","DESOTO TATE","2301",NA,"2590","43.04","9.1","46.3","103","19","59",NA,"0.4","0.193","0.025",NA,"16060",NA,"25","115610","131695","25510",NA,"1010","1096530","1123100","332675",NA,"2.74","1436165",NA,"23.4"
"150","MISSISSIPPI","ENID LAKE","YALOBUSHA","2802",NA,"1450.4","52.49","15.5","22","1.1","16","45","0.9","0.062","0.009","0.24","0.64","9635",NA,"15","199145","208795","28910",NA,"625","1228290","1257825","45100","78",NA,"589125","53","24"
"151","MISSISSIPPI","GRENADA LAKE","CALMOUN GRENADA YALODUSMA","2606",NA,"3918.8","98.38","16.5","52","1.1","17","57",NA,"0.6","0.051","0.01","0.305","4830",NA,"10","149350",NA,"14040",NA,"265","1583405","1597730","139520","10","1.57","1319175","17","16.2"
"152","MISSISSIPPI","ROSS BARNETT RESERVOIR","JACKSONOHADISONQ RANKIN","2804",NA,"7770","121.41","3.7","106","49","16","62","0.9","0.045","0.008","0.14","0.87","7000",NA,"15","425200","432215","28290",NA,"640","3369160","3398090","194310","55",NA,"2649010","22","28"
"153","MISSISSIPPI","¢ SARDIS LAKE","LAFAYETTE PANOLA","2605",NA,NA,NA,"16.5","62.7","1.1","21","61",NA,NA,NA,"0.009","0.19","4535",NA,NA,NA,NA,"13605",NA,NA,"1772155","1785760",NA,"115755","17","2243215",NA,"14.2"
"155","NEW JERSEY","DUHERNAL LAKE","MIDDLESEx","3412",NA,"245","0.38","1.4","4","2",NA,"10","135",NA,"0.8","0.082","0.01","75000",NA,"10","184695","259705",NA,NA,NA,NA,NA,"251560","3","683.4",NA,NA,NA
"156","NEW JERSEY","FARRINGTON LAKE","MIDDLESEX","3413",NA,"89.1","1.17","1.8","0.98","25","10","100","1","0.055","0.012","0.77","1.44",NA,NA,NA,"1340","1340",NA,NA,NA,"65","68650","1370",NA,"1.15","71185",NA,"58.7"
"157","NEW JERSEY","GREENMOOD LAKE","PASSAIC NU ORANGEo NY","3403",NA,"70.2","7.77","5.2",NA,"346","16",NA,"94",NA,NA,"2.2","0.021",NA,"325",NA,"475","1635","1525",NA,"17860","43380","62765","1230","49","0.31","27000","57","8.1"
"158","NEW JERSEY","LAKE MUSCONETCONG","MORRIS SUSSEx","3417","NATURAL","76.9","1.33","1.5","1.22","19","31","196","1.6","0.036","0.01","0.14","0.84",NA,NA,"5","305","10",NA,NA,"130","37595","37725","1030",NA,"0.61","30030","20","20.4"
"159","JERSEY","LAKE HORATCONG","MORRIS SUSSEx","3415",NA,"66.3","10.87",NA,"5.5",NA,NA,"23",NA,"160","2.1",NA,"0.022","345",NA,NA,"320",NA,"1070",NA,NA,NA,"53925","710","45","0.12","31370","42","5"
"161","NEW JERSEY","PAULINSKILL LAKE","SUSSEx","3419",NA,"100",NA,NA,"3.03","4","103","365","1","0.133","0.065","0.95","1.32","5495",NA,"10","6125","11630","23070",NA,"415","192530","216015","9750","16","10.17","190695","12","330"
"162","NEW JERSEY","PINECLJFF LAKE","PASSAIC","3009",NA,"10","0.57","1","0.37","32","27","107","0.9","0.07","0.011","0.175","0","1005",NA,"20","95","1900","2030",NA,"30","10900","13700","0","0","3.47","9595","30","24.1"
"163","NEW JERSEY","POMPTON LAKES IEUTRDPMICI","PASSAIC","3410",NA,"414.4","0.83","1.8","8.3","2","49","190","0.9","0.071","0.029","0.795","1.145","11315",NA,"5","28425","39745","35560",NA,"235","447190","482985","16100","59","47.89","327150","32","501.9"
"164","JERSEY","SPRUCE RUN RESERVOIR","HUNTEROON","3420",NA,"107","5.22","7.9","1.5","296","31","130","1.8","0.02","0.007","0.47","0.76","40",NA,"1","1415","1456","120",NA,"10","80435","80565","875","40","0.28","57815","28","15.4"
"166","NEW JERSEY","HANAOUE RESERVOIR","PASSAIC","3423",NA,"234.1","9.35","11.3","4.7","213","13","30",NA,"3.7","0.014","0.005","0.12","365",NA,NA,"3330","3745","1305",NA,NA,"105330","106635","3360","10","0.4","143735",NA,"11.4"
"167","NORTH CAROLINA","8ADIN LAKE","MONTGOMERY STANLY","3701",NA,"10818.4","24.17","14.2","141.4","28","21","68","0.8","0.042","0.012","0.68","0.87","1155",NA,"55","401455","402665","3460",NA,"2140","5241805","5247405","316515","21","16.66","5275525",NA,"217.1"
"168","NORTH CAROLINA","BLERETT FALLS LAKE","ANSON RICHMOND","3702",NA,"17793.3","10.36","11.6","213.6","7","22","82","0.6","0.09","0.034","0.655","0.935","22020",NA,NA,"921515","943535","63485",NA,NA,"8220400","8283885","517685","45","91.07","7005540","15","799.6"
"169","NORTH CAROLINA","FONTANA LAKE","SRAIN GRAHAM","3704",NA,"4068.9","43.18","41.3","114.8","179","10","30","2.7","0.011","0.007","0.55","0.8","6245",NA,"25","117905","124175","18310",NA,"920","3758845","3778075","65830","47","2.88","5279760",NA,"87.5"
"170","NORTH CAROLINA","HICKORY CAKE“","ALEXANDER CALDRELL CATAUDA","3705",NA,"3392.9",NA,"16.63","9.5",NA,"12","50","1",NA,"0.047","0.008","0.32","11015",NA,NA,"90050","101065",NA,NA,NA,NA,"1818600",NA,"71355",NA,"1155610","36","109.4"
"172","NORTH CAROLINA","HIHASSEE LAKE","CHEROKEE","3707",NA,"2507.1","25.41","21.3","53.8","116","10","50","2","0.015","0.007","0.2","0.42","4415",NA,"25",NA,"45370","13240",NA,"875","941430","955545","25000","45","1.79","1013130",NA,"37.6"
"173","NORTH CAROLINA","LAKE JAMES","BURKE MCDORELL","3703",NA,"936.3","26.35","13.5","19.3","203","14",NA,"57","1.3","0.02","0.006","0.16","1710",NA,"15","27330","29605","7370",NA,"470","413965","427305","43705",NA,"1.12","375270","12","16.2"
"174","NORTH CAROLINA","LAKE JUNALUSKA","HAYHOOD","3709",NA,"164.7",NA,NA,"5.6","4.1","16","105","1","0.031","0.009","0.56","0.91",NA,NA,NA,"5165","5165",NA,NA,NA,"122655","122655","5740",NA,"6.38","140225",NA,"151.4"
"176","NORTH CAROLINA","MOUNTAIN ISLAND LAKE","GASTON HECKLENBURG","3711",NA,"4822","13.09","5.4","7.2","12","15",NA,"1","0.01",NA,"0.005","0.27",NA,NA,NA,"56395","56395",NA,NA,NA,"1665175","1685175","42015","24","4.31","1010470",NA,"120.7"
"177","NORTH CAROLINA","LAKE NORMAN","CATARBA IRADELL LINCOLN MECKLENBURG",NA,NA,"4636.1","131.57","10.2","72.4","239","15","55","1.3","0.019","0.005","0.33",NA,"8765",NA,NA,"200","87025","23760",NA,"7495","1751405","1782660","30965","68","0.73","1617200","9","13.5"
"178","NORTH CAROLINA","RHODMISS LAME","BURKE CALDRELL","3715",NA,"2823.1","14.22","6.3","48.44","21",NA,"15","56","1","0.061","0.019","0.305","41140",NA,NA,"161295","202435","123375",NA,NA,"1278660","1402035","106660","47","14.24","1268715","10","98.6"
"179","NORTH CAROLINA","SANTEETLAH LAKE","GRAHAM","3716",NA,"455.8","11.59","16.8","14.5","161",NA,"10","50","3.4","0.011","0.006","0.16","1235",NA,NA,"6630","7865","3310",NA,NA,"228705","232015","5315","32","0.68","184830","20","20"
"180","NORTH CAROLINA","LAKE TILLERY","MONTGOMERY STANLY","3717",NA,"12090.1","21.29","9.7","154.8","15","22","70","0.8","0.04","0.008","0.47","0.81","1555",NA,"85","315985","317805","4850",NA,"2350","4880875","4887875","284015","17","14.92","5244970",NA,"228.8"
"182","NORTH CAROLINA","HATERVILLE LAKE","HAYHOOD","3718",NA,"1178.4","1.38","22.7","23.8","15","33","348","0","0.103","0.041","0.86","1.19","23470",NA,NA,"105280","128750","131375",NA,NA,"1210275",NA,"63690","51","93.3","921575","31","972.2"
"183","OHIO","ATDOUD RESERVOIR","CARROL","3928",NA,"181","6.23","4.7","1.9","178","7","266","1","0.031","0.005","0.205","0.905","2525",NA,"55","7800","10380",NA,NA,"2130","127210","135590","3625","65","1.67","99260","27","21.8"
"184","OHIO","BEACH CITY RESERVOIR","STARK TUSCARARAS","3901",NA,"777",NA,"1.2","7.6",NA,NA,"470","0.3","0.122",NA,"0.015","1.99","3990",NA,"560","41605","46155","11970",NA,"20970","828365","361305","33430","17","27.15","753765","12","506.6"
"185","OHIO","BERLIN RESERVOIR","MAMDNING PORTAGE STARK","3929",NA,"642.3","0.9","4.9","6.4","1","74","400","0.9","0.042","0.006","0.9","1.47","34990",NA,NA,"100","17095",NA,"3070",NA,"6605","441030","12595","76","5.07","394940","26","59.7"
"186","OHIO","BUCKEYE LAKE","FAIRFIELDQ LICKING PERRY","3902","NATURAL","114.5","12.71","1.9","1.2","233","77","287","0.3","0.179","0.02","0.38","2.69","1580",NA,"235","4675","6490","3805",NA,"8840","99110","111755","5915","9","0.51","86465","23","8.8"
"187","OHIO","CHARLES MILL RESERVOIR","ASHLAND RICHLANO","3905",NA,"562","5.46","1.7","5.4",NA,"127","380","0.4","0.127","0.011","0.465","1.795","17380",NA,"50","12920","30350","47700",NA,"1895","447055","496650","25060","17","5.56","448155","10","91"
"188","OHIO","DEER CREEK RESERVOIR","FAYETTE PICKAHAY","3906",NA,"717.4","5.17","5","7.2","42","194","430","0.3","0.093","0.036","2.93","3.46","10515",NA,NA,"13120","23635","26605",NA,NA,"723935","755540","22350","20","5.54","796410",NA,"146.1"
"189","OHIO","DELAVARE RESERVOIR","DELAMARE","3907",NA,NA,NA,NA,"9",NA,"140","470","0.4",NA,"0.024","2.34","3","13050",NA,"120","51705","65675","49160",NA,"4495","1125790","1179445","30245","42","12.49","1054250","11","224.2"
"190","OHIO","DILLON RESERVOIR","MUSKINGUM","3908",NA,"1921.8","5.36","3","20.7","9","135","400","0.5","0.163","0.037","1.59","2.7","71770","75","30","104545","176420","825185",NA,"1100","1606705","2512990","86675","51","32.91","1963950","22","468.8"
"191","OM10","LAKE GRANT","0ROuN","3912",NA,"0.1",NA,"0.7",NA,"1.9","55","195","0.3",NA,NA,"0.019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30775",NA,NA,"15",NA,"52300",NA,NA
"193","OHIO","HOOVER RESERVOIR","DELANARE FRANKLIN","3914",NA,"492.1","11.43","6.5","4.9","179","92","299","0.9","0.04","0","1.64","2.3","5425",NA,"50","14395","19870","14720",NA,"1875","357950","374545","6905","65","1.74","336455","10","32.3"
"194","OHIO","INDIAN LAKE","LOGAN","3915",NA,"250.5","24.02","2.3","2.4","275",NA,"126","359","0.4","0.12","0.012","0.3",NA,NA,"290","6675","6965",NA,NA,"10025","250220","261045","9500",NA,"0.2","195610","25","10.5"
"195","OM10","LAKE LORAMIE","SHELBY AUGLAIZE","3917",NA,NA,NA,NA,"1.5","1.9","142","373","0.2",NA,NA,"1.38","3.6",NA,NA,"40","8540","13405","14470",NA,"1475","235600","251545","22195",NA,"4.22","347415",NA,"79.1"
"196","OHIO","MOSOUITO CREEK RESERVOIR IEUTRDPMICT","TRUMRULL","3921",NA,"252.5","31.57","2.7","2.4","352",NA,"213","0.9","0.053","0.006","0.15","1.14","3625",NA,NA,"6360","9935","7710",NA,NA,"134965","192675","5425","46","0.32","139900","27","6.1"
"197","OHIO","OSHAUGHNESSY RESERVOIR","DELAMARE","3931",NA,"2535.6","3.35",NA,NA,"23.1","192","508","0.5","0.208","0.159","3.07","3.9",NA,"57755",NA,NA,"195","163275",NA,"7390","3134615","3305280","153670","35","70.73","3301920","0","986.7"
"198","OHIO","PLEASANT HILL RESERVOIR","ASHLAND RICHLAND","3924",NA,"510.2","3.44","4.8","5.1","35","130","329","1.1","0.036","0.01","0.455","1.095","8580",NA,NA,"3485","12065","20895",NA,NA,"284740","305435","9495","21","3.51","267180","13","88.8"
"199","OM10","ROCKY FORK RESERVOIR  IPUTRNRRICI","HIGHLAND","3932",NA,"295.3",NA,NA,"8.17",NA,NA,NA,"350","0.7",NA,"0.01",NA,"15495",NA,NA,"248165","263660",NA,NA,NA,NA,NA,"188435","29",NA,NA,NA,NA
"201","OHIO","GRAND LAKE OF ST HARYS","AUGLAIZE HERCER","3927","NATURAL","290.4","44.52","3","2.9","1.6","97","350","0.4","0.143","0.014",NA,"2.295",NA,"1445",NA,"275","19950","4340",NA,"10325","391790","406455","15020","31","0.49","237335","41","9.1"
"202","OHIO","TAPPAN RESERVOIR","HARRISON","3934",NA,"134.1","9.51","4","2","241","75","20","0.9","0.04","0.007","0.2","1.01",NA,NA,"35","2095","2730",NA,NA,"1265","87025","88290","5550",NA,"0.29","120520",NA,"9.3"
"203","PENNSYLVANIA","ALLEGHENY RESERVOIR","McKEAN","3641",NA,NA,NA,"48077",NA,"105.6","28","131","2.2","0.016","0.006",NA,"0.38","39690","2750","10","119215","161665","183870","7135","385","2206830","2478220","102530","37","3.31","4461615",NA,"50.8"
"205","PENNSYLVANIA","BEAVER RUN RESERVOIR","HESTMOHELAND","4214",NA,"110.6","4.55","7.3","3.5","110","15","260","2.9","0.009","0.006","0.335","0.965","610",NA,"5","7140","7755","5640",NA,"45","156540","162225","1325","3","1.7","89850","45","35.7"
"206","PENNSYLVANIA","BELTZVILLE LAKE","CARBON","4220",NA,"249.7","3.33","12.3","3.3",NA,"10","43",NA,"3.5","0.01","0.005",NA,NA,NA,NA,"2105","2105",NA,NA,NA,"152350","152350","1490","29","0.55","129130","15","39.3"
"207","PENNSYLVANIA","BLANCHARD RESERVOIR","CENTRE  ""   I","4201",NA,"878",NA,"7","1.61","12","93","280","1.2",NA,"0.064","0.046",NA,NA,NA,NA,NA,NA,NA,"170715",NA,NA,NA,"35745","47",NA,"794465",NA,"56.4"
"208","PENNSYLVANIA","LAKE CANADOHTA","CRANEORD","4221","NATURAL","20.4","0.69","0","0","100","30","117","1.6","0.02","0.005","0.13","0.55","15",NA,"140","305","540","45",NA,"5330","21420","26795","375","31","0.7","33530",NA,"30"
"209","PENNSYLVANIA","CONERAGO LAKELPLNCHOTJ",NA,"4226",NA,"45.6",NA,NA,"0",NA,NA,NA,"132",NA,"1.2",NA,NA,NA,NA,"45","23625","23670",NA,NA,NA,NA,NA,"19100","19","17.2",NA,NA,NA
"211","PENNSYLVANIA",NA,"MONTGOMERY","4207",NA,"182.2","3.29","5","4.9","50","41","148","1","0.066","0.02","1.475","1.73","11885","13610","5","16715","42215","34155","40810","105","474950","550020","9225","78","12.83","278470","49","167.2"
"212","PENNSYLVANIA","HARVEYS LAKE","LUZERNE","4222","NATURAL",NA,"17.3",NA,"2.67","11","20",NA,NA,"9.1","0.015","0.006","0.16",NA,NA,"115","600","715",NA,NA,"9265","14235","18500","15960",NA,"6.9",NA,NA,NA
"213","PENNSYLVANIA","INDIAN LAKE","SOMERSET","4223",NA,"36.1",NA,"3.04","-4.3","0.5","10","104",NA,"2.5",NA,NA,NA,"140",NA,"2345","26300","28785",NA,NA,NA,NA,NA,"18920","34","9.5",NA,NA,NA
"214","PENNSYLVANIA","LAKE NAOHI","MONROE","4224",NA,NA,"2.02","0.9","1","21","10",NA,"1.4","0.014","0.005","0.135","0.415","30",NA,"15","515","560","35",NA,"640","20940","21665","540",NA,"0.28","17695","18","10.7"
"215","PENNSYLVANIA","— LAKE ONTELAUNEE","RERKS","4225",NA,NA,"559.4",NA,NA,"3.4",NA,NA,NA,NA,"207","0.7",NA,"3620",NA,"30","17305","20955","11035",NA,"1170","1060920","1073125","18255","13","4.78",NA,NA,"245"
"216","PENNSYLVANIA","POCONO LAKE","MONROE","4227",NA,"193.7","3.04","3.7","4.9","37","10","32","1.5","0.024","0.007","0.13","0.495","5095",NA,"565","102060","107720",NA,NA,NA,NA,NA,"75400","27","35.4",NA,NA,NA
"217","PENNSYLVANIA","PYMATUNING RESERVOIR","CRARFORDPA, ASHTADULA 0H",NA,NA,"398.9","66.45","3.7",NA,"5.3","36","150","0.8",NA,"0.07","0.008",NA,NA,"3215",NA,"15","12285",NA,"8050",NA,NA,"650","7675",NA,NA,"203450","24","4"
"218","PENNSYLVANIA","SHENANGD RIVER RESERVOIR IFHTHOPHIC!",NA,"4216",NA,"1512.6","14.41","2.5","17",NA,"60","200","0.9","0.05",NA,"0","0.34","19295","1975",NA,"35275",NA,"42300","4990","70","712755","760195","42060","26","3.92","94035",NA,"52"
"220","PENNSYLVANIA","LAKE NALLENPAUPACK","PIKE RAYNE","4229",NA,"590.5","23.31",NA,"8.5","10","16",NA,"54","2.7","0.015",NA,"0.006","620",NA,"245","7465","330","1260",NA,"9140","269870","300270","6940","17","0.36","239000","20","12.9"
"221","NORTH CAROLINA","LAKE MILLIAM C BOHEN IMESO","SPARTANDURG","4516",NA,"212.6","6.4",NA,NA,"3.16","15","50","1","0.022","0.007","0.36","0.545","245",NA,NA,"2285","2530","310",NA,NA,"79940","80250","2500",NA,"0.39","63910","20","12.4"
"222","NORTH CAROLINA","FISHING CREEK RES","CHESTER LANCASTER","4503",NA,"9867.9","13.64","5.4","133.074","6","20","104","0.4","0.143","0.051","0.535","0.845","538500",NA,NA,"184810","723310","1595320",NA,NA,"5053855","6649175","662045","8","53.03","6736480",NA,NA
"223","CAROLINA",NA,NA,"4504",NA,NA,"2973.4","46.14","6.8","49.46","19","58","0.9","0.061","0.011","0.47",NA,"345640",NA,NA,"55110","400750","940355",NA,NA,NA,"1415175","90815","77","8.69","1448195","39","51.1"
"224","NORTH CAROLINA","LAKE HARTﬂELL","ANDERSON OCONEEO PICKENS SCI FRANKLIN HART STEPHENS GA","4505",NA,"5407.9","226.43","13.9","119.759","304","14","50","2","0.013","0.004","0.13","0.4","57950","25860","1540","102365","187715","140560","1255","54450","2723845","2920110","33850","62","0.83","3787435",NA,"12.9"
"226","NORTH CAROLINA","LAKE KEOMEE IOLIGO","DCONEE PICKENS","4513",NA,"1137","69.41","15.2","31.52","1.1","13",NA,"32","3.3","0.008","0.003","0.17","1475",NA,NA,"20150","21625",NA,NA,NA,"405410","410315","16900","22","0.31","452275",NA,"5.9"
"227","NORTH CAROLINA",NA,"BERKELEY CALHOUN CLARENDON; ORANGEBURG SUMTER","4506",NA,"38073","447.59","4","473.224","44",NA,"14","72","0.8","0.055","0.01","0.28","711285",NA,"1900","869625","1582810","3184140",NA,"7145","10438590","13629875","682610","57","3.54","10498300","23","30.5"
"228","NORTH CAROLINA","LAKE M00LTRIE","BERKELEY","4512","NATURAL","33350","263.05","5.7","414.016","42","17","72","1.1","0.026","0.006","0.2","0.625","264310",NA,"60","343750","603120","2065325",NA,"2150","7216530","9234505","392415","35","2.31","10270315",NA,"35.3"
"229","NORTH CAROLINA","LAKE MURRAY IMESOTRDPCH","FAIRFIELDY LEXINGTON NERDERRY SALUDA RICHLAND",NA,NA,"6268","205.58",NA,"12.7",NA,NA,"63","1.9",NA,"0.007",NA,"0.54","178375",NA,NA,"1425","117305","855720",NA,NA,NA,"53360","83275","72","1.45","1927285","31","13.5"
"230","NORTH CAROLINA","LAKE ROBINSON","CHESTERFIELD DARLINGTON",NA,NA,"448.1","8.68","4.3","6.533","66","10","50","1","0.015","0.005","0.26","0.51","925",NA,"25","2355","3305","3490",NA,"855","104755","109100","3295","0","0.35",NA,"14","12.6"
"231","NORTH CAROLINA",NA,"OREENVILLE PICKENS","4515",NA,"753.7","2.25",NA,"17.68",NA,NA,NA,"14",NA,NA,"20",NA,NA,NA,NA,"34275","34275",NA,NA,NA,"433920",NA,"20440","40","15.23","243020",NA,"192.9"
"232","NORTH CAROLINA","LAKE SECESSION","ABREVILLE ANDERSON","4514",NA,"499.9","3.5",NA,"0.24",NA,"10","40","0.9","0.057","0","0.355","0.005","19050",NA,"25","420","25495","44450",NA,"55","170970","224275","11995","53","7.1","1e+05","10","3"
"233","NORTH CAROLINA","RATEREE LAKE","FAIRFIELD KERSHAR LANCASTER","4510",NA,"12302.5",NA,NA,NA,"161.5",NA,"18","100","0.6","0.094","0.034","0.45","503960",NA,NA,"113560","617520","1646555",NA,NA,"2463405","4109960","462785","25","11.13","4512345",NA,"74.1"
"234","NORTH CAROLINA","LAKE HYLIE","YORK SC, GASTON HECKLENBURG NC","4511",NA,"7821.8","53.1","7","110.19","39","16","72","1","0.045","0.013","0.38","0.64","175855",NA,"30","269070","444955","280360",NA,"1130","3378850","3660340","176385","60","8.38","2753045","25","68.9"
"238","TENNESSEE","ROUTM ROLSTUN RESERVOIR","QULLIVQNo IN, HASHINGTIJN VA","4725",NA,"1920","30.68",NA,NA,"25.32","80","166","2.4","0.014","0.008","0.57","0.855","22030",NA,"10","31950","53990","61465",NA,"335","1330460","1392260","300",NA,"1.76","694550","36","45.4"
"239","TENNESSEE","CMEATMAM RESERVOIR",NA,NA,NA,NA,"36602.2",NA,"30.15",NA,NA,"59",NA,NA,"171","0.7",NA,NA,NA,NA,NA,NA,"32305",NA,"2200","20950475","21705060",NA,"4466090",NA,"17655215","19","722.6"
"240","TENNESSEE","OLD MICKORT RESERVOIR""”","DAVIDSON RUTHERFORD; SMITMSUMNER IROUSDALE MILsoN","4720",NA,"30233.1","91.06","5.6","519","11","52","143",NA,"0.3","0.053","0.019","0.33","34500",NA,"30","1324525","1359105","36320",NA,"2925","16337315","16977060","1497710",NA,"14.93","13096625",NA,"136.4"
"242","TENNESSEE","J PERCY PRIEST HES","DAVIDSON RUTHERFORD","4723",NA,"2310.3","57.47","8.5","40.58","139","128","255","1.8","0.056","0.021","0.155","0.565","72720","825","30","199240","272815","121335",NA,"1920","1170","1443160","244995","10","4.75","1485790","5","27.3"
"243","TENNESSEE","CMEROKEE LAKE  IFUIROPMICI","JEFFERSON MAMGLEN GRAINGER MARKINS","4707",NA,NA,"122.62","14.9","120.6",NA,"90","265","1.3",NA,NA,"0.051","0.022","34705",NA,"30","435065","469800","87185",NA,NA,"6738050","6826440","174735","63","3.83","6402390","6","55.7"
